id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path
6012,Men,Apparel,Topwear,Shirts,White,Summer,2011,Casual,Highlander Men White Casual Checked Slim Fit Shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/6012.jpg
47335,Women,Accessories,Bags,Handbags,Green,Summer,2012,Casual,Baggit Women Green Handbag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/47335.jpg
9866,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Status Quo Men Pink Polo Tshirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/9866.jpg
17445,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Casio Enticer Men Black Analogue Watches (BS063) BEM-501L-1AVDF,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/17445.jpg
50382,Women,Apparel,Bottomwear,Salwar and Dupatta,Cream,Summer,2012,Ethnic,Vishudh Women Printed Cream Salwar and Dupatta,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/50382.jpg
23670,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Spykar Men Green Printed T-shirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/23670.jpg
28298,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Fastrack Men Sunglasses,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/28298.jpg
56849,Men,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2012,Casual,John Players Men Navy Regular Fit Jeans,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/56849.jpg
4745,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Sports,ADIDAS Men's Green Polo T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/4745.jpg
15312,Women,Footwear,Sandal,Sports Sandals,Blue,Fall,2011,Casual,ADIDAS Women Neo Feather Blue Sandals,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/15312.jpg
21127,Women,Apparel,Topwear,Tops,Navy Blue,Fall,2011,Casual,s.Oliver Women Printed Navy Blue Top,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/21127.jpg
38836,Women,Apparel,Dress,Dresses,Blue,Summer,2012,Casual,Latin Quarters Women Blue Dress,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/38836.jpg
53507,Women,Apparel,Innerwear,Bra,Nude,Winter,2015,Casual,Amante Nude-Coloured Full-Coverage Bra BFOM12,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/53507.jpg
5697,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015,Casual,Skechers Men Black Casual Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/5697.jpg
56075,Women,Personal Care,Lips,Lip Liner,Mauve,Spring,2017,Casual,Colorbar Plum Lip Liner/Crayon 004,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/56075.jpg
25587,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2011,Ethnic,Vishudh Women Black & Purple Printed Churidar Kurta with Dupatta,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/25587.jpg
32530,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017,Casual,Tonino Lamborghini Men Pack of 2 Deos,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/32530.jpg
40110,Men,Apparel,Bottomwear,Tracksuits,Blue,Summer,2012,Casual,ADIDAS Men Blue Tracksuit,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/40110.jpg
24455,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012,Casual,Nike Women Court Majestic White Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/24455.jpg
10660,Women,Apparel,Bottomwear,Shorts,Blue,Fall,2011,Casual,Doodle Girl Hot shorts ice wash Blue Shorts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/10660.jpg
15120,Men,Apparel,Bottomwear,Trousers,Charcoal,Fall,2011,Formal,Arrow Men Wooltouch Charcoal Trousers,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/15120.jpg
21315,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Celine Dion Women Black Frame Sunglasses,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/21315.jpg
4577,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2011,Sports,Nike Men's Mercurial Vic Pink Shoe,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/4577.jpg
45650,Men,Apparel,Innerwear,Trunk,Black,Summer,2016,Casual,Park Avenue Men Black Trunks,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/45650.jpg
44782,Men,Footwear,Shoes,Sports Shoes,White,Summer,2010,Sports,Lotto Men White Los Angeles II Sports Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/44782.jpg
53735,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,Puma Men Brown Vintage Ferrari Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/53735.jpg
11580,Women,Apparel,Topwear,Kurtas,White,Summer,2011,Ethnic,W Women Printed White Kurtas,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/11580.jpg
56247,Men,Apparel,Loungewear and Nightwear,Night suits,Grey Melange,Summer,2016,Casual,SDL by Sweet Dreams Men Grey & Blue Pyjama Set,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/56247.jpg
57395,Women,Apparel,Innerwear,Briefs,Brown,Winter,2015,Casual,Amante Women Brown Briefs PGBR01,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/57395.jpg
10452,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Flying Machine Men HS Grey Tshirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/10452.jpg
40322,Men,Footwear,Shoes,Sports Shoes,White,Spring,2013,Sports,ADIDAS Men White Sparta Sports Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/40322.jpg
38238,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Polaroid Men Sunglasses,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/38238.jpg
9268,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Scullers Men White Check Shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/9268.jpg
2680,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Inkfruit Men's Indian Rule Blue T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/2680.jpg
30055,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Skagen Men Black Dial Watch,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/30055.jpg
28896,Women,Apparel,Innerwear,Briefs,Maroon,Summer,2017,Casual,Enamor Women Maroon Mid-Rise Bikini Brief,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/28896.jpg
54510,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Lino Perros Women Brown Handbag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/54510.jpg
12305,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Formal,Genesis Men Check Navy Blue Shirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/12305.jpg
29944,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Police Men Black Dial Watch PL13088JS-02,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/29944.jpg
3752,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Status Quo Men's Music Revolution Green T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/3752.jpg
31187,Men,Accessories,Accessories,Accessory Gift Set,Black,Summer,2015,Casual,Cabarelli Men Accessory Gift Set,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/31187.jpg
17677,Women,Footwear,Shoes,Heels,Tan,Winter,2015,Casual,Catwalk Women Weaved Strap Tan Flats,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/17677.jpg
30869,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Fabindia Women Printed Beige Kurta,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/30869.jpg
23442,Women,Apparel,Topwear,Tunics,Orange,Fall,2011,Casual,Satya Paul Women Orange Printed Tunic,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/23442.jpg
6220,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011,Casual,Lee Men's Believe Burnt Orange T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/6220.jpg
22590,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011,Sports,Nike Men Solid Grey Shorts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/22590.jpg
29178,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,United Colors of Benetton Women Washed Blue Jeans,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/29178.jpg
14496,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011,Casual,Flying Machine Men Casual Grey Casual Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/14496.jpg
15544,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Casual Black Heels,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/15544.jpg
4113,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,Fila Men's Bruno White Shoe,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/4113.jpg
45234,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Casio Youth Series Men Analog-Digital Watch AW-80-1AVDFAD84,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/45234.jpg
40746,Women,Accessories,Headwear,Caps,Black,Winter,2012,Casual,Roxy Women Black Cap,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/40746.jpg
32366,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Men Black Watch,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/32366.jpg
41694,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,2016,Casual,Superman Men Black Printed Lounge Pants,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/41694.jpg
26554,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012,Casual,ID Men Blue Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/26554.jpg
19389,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,ADIDAS Men Printed White Tshirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/19389.jpg
42011,Men,Footwear,Sandal,Sandals,Grey,Summer,2015,Casual,Estd. 1977 Men Grey Sandals,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/42011.jpg
3336,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010,Sports,ADIDAS Men's Mumbai Indians Rage Blue T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/3336.jpg
54174,Women,Accessories,Jewellery,Necklace and Chains,Gold,Summer,2012,Casual,Femella Golden Necklace,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/54174.jpg
27486,Women,Apparel,Innerwear,Briefs,Purple,Winter,2015,Casual,Jockey Women Purple Bikini Briefs,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/27486.jpg
35143,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Allen Solly Women Black Handbag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/35143.jpg
7796,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Proline Men Grey Polo T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/7796.jpg
51406,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012,Casual,Myntra Men Yellow Striped Shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/51406.jpg
17213,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,2016,Casual,United Colors of Benetton Women Funky Eyewear Purple Sunglasses,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/17213.jpg
34091,Girls,Apparel,Topwear,Tops,Grey,Summer,2012,Casual,Doodle Girls Printed Grey Top,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/34091.jpg
54948,Men,Apparel,Topwear,Sweatshirts,Grey Melange,Summer,2012,Casual,Do u speak green Men Grey Sweatshirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/54948.jpg
6644,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Women Transform III IN White Shoe,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/6644.jpg
47563,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Portia Women Black Sandals,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/47563.jpg
42223,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Sepia Women Blue Striped Top,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/42223.jpg
3104,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Probase Men's Wtf Turquoise T-Shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/3104.jpg
55294,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017,Casual,Lakme Absolute Beigeshine Plump & Shine Lip Gloss,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/55294.jpg
54346,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual,Levis Men 3 Pair Of Socks,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/54346.jpg
13481,Women,Footwear,Shoes,Flats,Black,Fall,2011,Casual,Rocia Women Black Flats,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/13481.jpg
30603,Boys,Apparel,Bottomwear,Shorts,Maroon,Summer,2012,Sports,Nike Boys Basketball Red Shorts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/30603.jpg
3938,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Jealous 21 Women's White Blue T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/3938.jpg
51634,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Fossil Women White Dial Chronograph Watch ES2783,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/51634.jpg
46683,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual,Rasasi Men Romance Forever Perfume,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/46683.jpg
19987,Women,Apparel,Topwear,Tops,Blue,Summer,2011,Casual,United Colors of Benetton Women Solid Blue Top,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/19987.jpg
18855,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Puma Men Athletic Stellar Blue Polo Tshirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/18855.jpg
6476,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,ADIDAS Men's Fit White T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/6476.jpg
17021,Women,Footwear,Shoes,Flats,Black,Winter,2012,Casual,Rocia Women Casual Black Sandal,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/17021.jpg
23214,Women,Apparel,Topwear,Kurtas,Cream,Fall,2011,Ethnic,Aneri Women Sagar Cream Kurta,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/23214.jpg
20491,Women,Accessories,Bags,Handbags,Maroon,Winter,2015,Casual,Baggit Women Knotty Taj Maroon Handbag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/20491.jpg
4321,Unisex,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Tantra Kid's Unisex Genius Red Kidswear,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/4321.jpg
45006,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual,Maxima Men Attivo Digital Watch,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/45006.jpg
15776,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016,Casual,Facit Men Trophy BF Blue Briefs,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/15776.jpg
59459,Women,Accessories,Jewellery,Ring,Silver,Summer,2015,Casual,Lucera Silver Ring,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/59459.jpg
21543,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Kiara Women Small Pocket Black Handbag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/21543.jpg
40574,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,W Women White Kurta,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/40574.jpg
1653,Men,Footwear,Shoes,Sports Shoes,Brown,Summer,2010,Sports,Reebok Men's Ventilator Ubiq Shoe,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/1653.jpg
33086,Women,Footwear,Shoes,Heels,Red,Winter,2015,Casual,Catwalk Women Red Flats,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/33086.jpg
10204,Women,Accessories,Bags,Handbags,Purple,Winter,2015,Casual,Murcia Women Hahk Purple Handbags,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/10204.jpg
56411,Men,Footwear,Sandal,Sandals,Brown,Spring,2013,Casual,GAS Men Brown Savana Sandals,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/56411.jpg
48184,Women,Accessories,Bags,Handbags,Brown,Winter,2016,Casual,Fossil Women Brown Handbag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/48184.jpg
50947,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013,Casual,Lee Womens Blue Jeggings,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/50947.jpg
27029,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012,Casual,Jealous 21 Women Blue Capris,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/27029.jpg
19726,Women,Apparel,Topwear,Shirts,Black,Summer,2011,Casual,United Colors of Benetton Women Solid Black Shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/19726.jpg
55409,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual,Revlon ColorStay Overtime Everlasting Rum Lipcolor 370,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/55409.jpg
46822,Women,Footwear,Shoes,Heels,Multi,Winter,2015,Casual,Catwalk Women Multicoloured Heels,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/46822.jpg
51895,Women,Accessories,Wallets,Wallets,Brown,Summer,2016,Casual,Nyk Women Brown Wallet,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/51895.jpg
8371,Girls,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,Doodle Girl's Dont Worry Hippie Yellow Teen Kidswear,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/8371.jpg
3799,Unisex,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Tantra Kid's Cartoon Pink Kidswear,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/3799.jpg
49056,Women,Accessories,Jewellery,Ring,Silver,Summer,2012,Casual,Lucera Women Silver Ring,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/49056.jpg
23489,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,FILA Men Forza 11 Black Sports Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/23489.jpg
28061,Men,Apparel,Innerwear,Briefs,Grey Melange,Winter,2016,Casual,Jockey ELANCE Men Pack Of Two Grey Briefs 1010,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/28061.jpg
27815,Men,Accessories,Belts,Belts,Brown,Summer,2013,Casual,Bulchee Men Brown And Black Reversible Belt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/27815.jpg
31970,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Nike Men Lengo Black Sports Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/31970.jpg
36369,Men,Accessories,Ties,Ties,Blue,Summer,2012,Formal,Reid & Taylor Men Blue Tie,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/36369.jpg
44749,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Globalite Men Grey Tracker Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/44749.jpg
58316,Men,Accessories,Socks,Socks,White,Summer,2016,Sports,Jockey LCESCBRA Men White Pack of 3 Socks 2004,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/58316.jpg
14039,Men,Apparel,Topwear,Shirts,Green,Winter,2016,Casual,Flying Machine Men Check Green Shirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/14039.jpg
39321,Girls,Apparel,Bottomwear,Capris,Blue,Summer,2012,Casual,Gini and Jony Girls Blue Capris,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/39321.jpg
10499,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,Flying Machine Women Aspen Yellow Tshirts,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/10499.jpg
14805,Women,Accessories,Bags,Handbags,Black,Summer,2011,Casual,United Colors of Benetton Women Solid Black Handbags,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/14805.jpg
56882,Women,Footwear,Shoes,Heels,Red,Winter,2012,Casual,HM Women Red Heels,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/56882.jpg
37089,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Lino Perros Women Brown Handbag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/37089.jpg
57950,Men,Footwear,Shoes,Formal Shoes,Brown,Spring,2012,Formal,Clarks Men Brown Formal Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/57950.jpg
41009,Girls,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual,Gini and Jony Girls Woven Navy Blue Jeans,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/41009.jpg
39113,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Angry Birds Men Red Printed T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/39113.jpg
58918,Men,Accessories,Ties,Ties,Red,Summer,2012,Casual,Hakashi Men Red & Black Silk Tie,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/58918.jpg
33429,Women,Accessories,Bags,Handbags,Teal,Fall,2012,Casual,Baggit Women Naughty Lips Teal Handbag,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/33429.jpg
20802,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Fila Men Racer White Sports Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/20802.jpg
9091,Men,Footwear,Shoes,Casual Shoes,Maroon,Winter,2011,Casual,Buckaroo Men Amigo Maroon Casual Shoes,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/9091.jpg
2479,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010,Casual,Puma Men's Foundation Grey Polo T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/2479.jpg
8143,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Women Bikers Analog Steel Black Watch,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/8143.jpg
7937,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Sports,Puma Men's Tech Graphic Green Black T-shirt,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/7937.jpg
19514,Men,Accessories,Wallets,Wallets,Black,Fall,2011,Casual,Wrangler Leather Men Black Wallets,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/19514.jpg
13812,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011,Casual,Proline Navy Striped Sweater,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/13812.jpg
28253,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual,Wild stone Men Smoke Deo,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/28253.jpg
50349,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Aurelia Women Red Kurta,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/50349.jpg
22769,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011,Ethnic,BIBA Women Printed Maroon Kurta,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/22769.jpg
33871,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Citizen Men Black Dial Chronograph Watch,/kaggle/input/datasets/paramaggarwal/fashion-product-images-dataset/fashion-dataset/images/33871.jpg
